Code Range,CCS,CCS Label,l,r
S0140-S0140,240,"Medications (Injections, infusions and other forms)",S0140,S0140
S0141-S0141,240,"Medications (Injections, infusions and other forms)",S0141,S0141
S0142-S0142,240,"Medications (Injections, infusions and other forms)",S0142,S0142
S0143-S0143,240,"Medications (Injections, infusions and other forms)",S0143,S0143
S0144-S0144,240,"Medications (Injections, infusions and other forms)",S0144,S0144
S0145-S0145,240,"Medications (Injections, infusions and other forms)",S0145,S0145
S0146-S0146,240,"Medications (Injections, infusions and other forms)",S0146,S0146
S0147-S0147,240,"Medications (Injections, infusions and other forms)",S0147,S0147
S0148-S0148,240,"Medications (Injections, infusions and other forms)",S0148,S0148
S0155-S0155,243,DME and supplies,S0155,S0155
S0156-S0156,240,"Medications (Injections, infusions and other forms)",S0156,S0156
S0157-S0157,240,"Medications (Injections, infusions and other forms)",S0157,S0157
S0158-S0158,240,"Medications (Injections, infusions and other forms)",S0158,S0158
S0159-S0159,240,"Medications (Injections, infusions and other forms)",S0159,S0159
S0160-S0160,240,"Medications (Injections, infusions and other forms)",S0160,S0160
S0161-S0161,240,"Medications (Injections, infusions and other forms)",S0161,S0161
S0162-S0162,240,"Medications (Injections, infusions and other forms)",S0162,S0162
S0163-S0163,240,"Medications (Injections, infusions and other forms)",S0163,S0163
S0164-S0164,240,"Medications (Injections, infusions and other forms)",S0164,S0164
S0165-S0165,240,"Medications (Injections, infusions and other forms)",S0165,S0165
S0166-S0166,240,"Medications (Injections, infusions and other forms)",S0166,S0166
S0167-S0167,240,"Medications (Injections, infusions and other forms)",S0167,S0167
S0168-S0168,240,"Medications (Injections, infusions and other forms)",S0168,S0168
S0169-S0169,240,"Medications (Injections, infusions and other forms)",S0169,S0169
S0170-S0170,240,"Medications (Injections, infusions and other forms)",S0170,S0170
S0171-S0171,240,"Medications (Injections, infusions and other forms)",S0171,S0171
S0172-S0172,240,"Medications (Injections, infusions and other forms)",S0172,S0172
S0173-S0173,240,"Medications (Injections, infusions and other forms)",S0173,S0173
S0174-S0174,240,"Medications (Injections, infusions and other forms)",S0174,S0174
S0175-S0175,240,"Medications (Injections, infusions and other forms)",S0175,S0175
S0176-S0176,240,"Medications (Injections, infusions and other forms)",S0176,S0176
S0177-S0177,240,"Medications (Injections, infusions and other forms)",S0177,S0177
S0178-S0178,240,"Medications (Injections, infusions and other forms)",S0178,S0178
S0179-S0179,240,"Medications (Injections, infusions and other forms)",S0179,S0179
S0180-S0180,240,"Medications (Injections, infusions and other forms)",S0180,S0180
S0181-S0181,240,"Medications (Injections, infusions and other forms)",S0181,S0181
S0182-S0182,240,"Medications (Injections, infusions and other forms)",S0182,S0182
S0183-S0183,240,"Medications (Injections, infusions and other forms)",S0183,S0183
S0187-S0187,240,"Medications (Injections, infusions and other forms)",S0187,S0187
S0189-S0189,240,"Medications (Injections, infusions and other forms)",S0189,S0189
S0190-S0190,240,"Medications (Injections, infusions and other forms)",S0190,S0190
S0191-S0191,240,"Medications (Injections, infusions and other forms)",S0191,S0191
S0193-S0193,240,"Medications (Injections, infusions and other forms)",S0193,S0193
S0194-S0194,240,"Medications (Injections, infusions and other forms)",S0194,S0194
S0195-S0195,228,Prophylactic vaccinations and inoculations,S0195,S0195
S0196-S0196,243,DME and supplies,S0196,S0196
S0197-S0197,240,"Medications (Injections, infusions and other forms)",S0197,S0197
S0198-S0198,240,"Medications (Injections, infusions and other forms)",S0198,S0198
S0199-S0199,126,Abortion (termination of pregnancy),S0199,S0199
S0201-S0201,237,Ancillary Services,S0201,S0201
S0206-S0206,237,Ancillary Services,S0206,S0206
S0207-S0207,237,Ancillary Services,S0207,S0207
S0208-S0208,237,Ancillary Services,S0208,S0208
S0209-S0209,239,"Transportation - patient, provider, equipment",S0209,S0209
S0215-S0215,239,"Transportation - patient, provider, equipment",S0215,S0215
S0220-S0220,237,Ancillary Services,S0220,S0220
S0221-S0221,237,Ancillary Services,S0221,S0221
S0250-S0250,237,Ancillary Services,S0250,S0250
S0255-S0255,237,Ancillary Services,S0255,S0255
S0257-S0257,237,Ancillary Services,S0257,S0257
S0260-S0260,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0260,S0260
S0265-S0265,237,Ancillary Services,S0265,S0265
S0270-S0270,236,Home Health Services,S0270,S0270
S0271-S0271,236,Home Health Services,S0271,S0271
S0272-S0272,236,Home Health Services,S0272,S0272
S0273-S0273,236,Home Health Services,S0273,S0273
S0274-S0274,236,Home Health Services,S0274,S0274
S0280-S0280,237,Ancillary Services,S0280,S0280
S0281-S0281,237,Ancillary Services,S0281,S0281
S0302-S0302,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0302,S0302
S0310-S0310,237,Ancillary Services,S0310,S0310
S0311-S0311,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0311,S0311
S0315-S0315,237,Ancillary Services,S0315,S0315
S0316-S0316,237,Ancillary Services,S0316,S0316
S0317-S0317,237,Ancillary Services,S0317,S0317
S0320-S0320,237,Ancillary Services,S0320,S0320
S0340-S0340,237,Ancillary Services,S0340,S0340
S0341-S0341,237,Ancillary Services,S0341,S0341
S0342-S0342,237,Ancillary Services,S0342,S0342
S0345-S0345,203,Electrographic cardiac monitoring,S0345,S0345
S0346-S0346,203,Electrographic cardiac monitoring,S0346,S0346
S0347-S0347,203,Electrographic cardiac monitoring,S0347,S0347
S0353-S0353,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0353,S0353
S0354-S0354,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0354,S0354
S0390-S0390,174,Other non-OR therapeutic procedures on skin and breast,S0390,S0390
S0395-S0395,237,Ancillary Services,S0395,S0395
S0400-S0400,107,"Extracorporeal lithotripsy, urinary",S0400,S0400
S0500-S0500,241,Visual aids and other optical supplies,S0500,S0500
S0504-S0504,241,Visual aids and other optical supplies,S0504,S0504
S0506-S0506,241,Visual aids and other optical supplies,S0506,S0506
S0508-S0508,241,Visual aids and other optical supplies,S0508,S0508
S0510-S0510,241,Visual aids and other optical supplies,S0510,S0510
S0512-S0512,241,Visual aids and other optical supplies,S0512,S0512
S0514-S0514,241,Visual aids and other optical supplies,S0514,S0514
S0515-S0515,241,Visual aids and other optical supplies,S0515,S0515
S0516-S0516,241,Visual aids and other optical supplies,S0516,S0516
S0518-S0518,241,Visual aids and other optical supplies,S0518,S0518
S0580-S0580,241,Visual aids and other optical supplies,S0580,S0580
S0581-S0581,241,Visual aids and other optical supplies,S0581,S0581
S0590-S0590,241,Visual aids and other optical supplies,S0590,S0590
S0592-S0592,241,Visual aids and other optical supplies,S0592,S0592
S0595-S0595,241,Visual aids and other optical supplies,S0595,S0595
S0596-S0596,241,Visual aids and other optical supplies,S0596,S0596
S0601-S0601,77,Proctoscopy and anorectal biopsy,S0601,S0601
S0605-S0605,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0605,S0605
S0610-S0610,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0610,S0610
S0612-S0612,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0612,S0612
S0613-S0613,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0613,S0613
S0618-S0618,220,Ophthalmologic and otologic diagnosis and treatment,S0618,S0618
S0620-S0620,18,Diagnostic procedures on eye,S0620,S0620
S0621-S0621,18,Diagnostic procedures on eye,S0621,S0621
S0622-S0622,227,"Other diagnostic procedures (interview, evaluation, consultation)",S0622,S0622
S0625-S0625,18,Diagnostic procedures on eye,S0625,S0625
S0630-S0630,231,Other therapeutic procedures,S0630,S0630
S0800-S0800,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",S0800,S0800
S0810-S0810,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",S0810,S0810
S0812-S0812,19,"Other therapeutic procedures on eyelids, conjunctiva, cornea",S0812,S0812
S0820-S0820,18,Diagnostic procedures on eye,S0820,S0820
S0830-S0830,18,Diagnostic procedures on eye,S0830,S0830
S1001-S1001,243,DME and supplies,S1001,S1001
S1002-S1002,243,DME and supplies,S1002,S1002
S1015-S1015,243,DME and supplies,S1015,S1015
S1016-S1016,243,DME and supplies,S1016,S1016
S1025-S1025,243,DME and supplies,S1025,S1025
S1030-S1030,243,DME and supplies,S1030,S1030
S1031-S1031,243,DME and supplies,S1031,S1031
S1034-S1034,243,DME and supplies,S1034,S1034
S1035-S1035,243,DME and supplies,S1035,S1035
S1036-S1036,243,DME and supplies,S1036,S1036
S1037-S1037,243,DME and supplies,S1037,S1037
S1040-S1040,243,DME and supplies,S1040,S1040
S1090-S1090,240,"Medications (Injections, infusions and other forms)",S1090,S1090
S2050-S2050,75,Small bowel resection,S2050,S2050
S2052-S2052,176,Other organ transplantation,S2052,S2052
S2053-S2053,176,Other organ transplantation,S2053,S2053
S2054-S2054,176,Other organ transplantation,S2054,S2054
S2055-S2055,176,Other organ transplantation,S2055,S2055
S2060-S2060,176,Other organ transplantation,S2060,S2060
S2061-S2061,36,Lobectomy or pneumonectomy,S2061,S2061
S2065-S2065,105,Kidney transplant,S2065,S2065
S2066-S2066,175,Other OR therapeutic procedures on skin and breast,S2066,S2066
S2067-S2067,174,Other non-OR therapeutic procedures on skin and breast,S2067,S2067
S2068-S2068,175,Other OR therapeutic procedures on skin and breast,S2068,S2068
S2070-S2070,101,"Transurethral excision, drainage, or removal urinary obstruction",S2070,S2070
S2075-S2075,87,Laparoscopy,S2075,S2075
S2076-S2076,87,Laparoscopy,S2076,S2076
S2077-S2077,87,Laparoscopy,S2077,S2077
S2078-S2078,124,"Hysterectomy, abdominal and vaginal",S2078,S2078
S2079-S2079,94,Other OR upper GI therapeutic procedures,S2079,S2079
S2080-S2080,33,"Other OR therapeutic procedures on nose, mouth and pharynx",S2080,S2080
S2082-S2082,87,Laparoscopy,S2082,S2082
S2083-S2083,93,Other non-OR upper GI therapeutic procedures,S2083,S2083
S2085-S2085,87,Laparoscopy,S2085,S2085
S2090-S2090,112,Other OR therapeutic procedures of urinary tract,S2090,S2090
S2091-S2091,112,Other OR therapeutic procedures of urinary tract,S2091,S2091
S2095-S2095,54,"Other vascular catheterization, not heart",S2095,S2095
S2102-S2102,176,Other organ transplantation,S2102,S2102
S2103-S2103,176,Other organ transplantation,S2103,S2103
S2107-S2107,224,Cancer chemotherapy,S2107,S2107
S2109-S2109,240,"Medications (Injections, infusions and other forms)",S2109,S2109
S2112-S2112,240,"Medications (Injections, infusions and other forms)",S2112,S2112
S2113-S2113,240,"Medications (Injections, infusions and other forms)",S2113,S2113
S2114-S2114,149,Arthroscopy,S2114,S2114
S2115-S2115,162,Other OR therapeutic procedures on joints,S2115,S2115
S2117-S2117,154,Arthroplasty other than hip or knee,S2117,S2117
S2118-S2118,153,"Hip replacement, total and partial",S2118,S2118
S2120-S2120,233,Laboratory - Chemistry and Hematology,S2120,S2120
S2130-S2130,61,Other OR procedures on vessels other than head and neck,S2130,S2130
S2131-S2131,61,Other OR procedures on vessels other than head and neck,S2131,S2131
S2135-S2135,240,"Medications (Injections, infusions and other forms)",S2135,S2135
S2140-S2140,64,Bone marrow transplant,S2140,S2140
S2142-S2142,222,Blood transfusion,S2142,S2142
S2150-S2150,233,Laboratory - Chemistry and Hematology,S2150,S2150
S2152-S2152,176,Other organ transplantation,S2152,S2152
S2180-S2180,222,Blood transfusion,S2180,S2180
S2190-S2190,231,Other therapeutic procedures,S2190,S2190
S2202-S2202,240,"Medications (Injections, infusions and other forms)",S2202,S2202
S2204-S2204,44,Coronary artery bypass graft (CABG),S2204,S2204
S2205-S2205,44,Coronary artery bypass graft (CABG),S2205,S2205
S2206-S2206,44,Coronary artery bypass graft (CABG),S2206,S2206
S2207-S2207,44,Coronary artery bypass graft (CABG),S2207,S2207
S2208-S2208,44,Coronary artery bypass graft (CABG),S2208,S2208
S2209-S2209,44,Coronary artery bypass graft (CABG),S2209,S2209
S2210-S2210,231,Other therapeutic procedures,S2210,S2210
S2211-S2211,54,"Other vascular catheterization, not heart",S2211,S2211
S2213-S2213,94,Other OR upper GI therapeutic procedures,S2213,S2213
S2215-S2215,70,"Upper gastrointestinal endoscopy, biopsy",S2215,S2215
S2220-S2220,45,Percutaneous transluminal coronary angioplasty (PTCA),S2220,S2220
S2225-S2225,23,Myringotomy,S2225,S2225
S2230-S2230,26,Other therapeutic ear procedures,S2230,S2230
S2235-S2235,9,Other OR therapeutic nervous system procedures,S2235,S2235
S2250-S2250,132,"Other OR therapeutic procedures, female organs",S2250,S2250
S2255-S2255,121,Ligation of fallopian tubes,S2255,S2255
S2260-S2260,126,Abortion (termination of pregnancy),S2260,S2260
S2262-S2262,126,Abortion (termination of pregnancy),S2262,S2262
S2265-S2265,126,Abortion (termination of pregnancy),S2265,S2265
S2266-S2266,126,Abortion (termination of pregnancy),S2266,S2266
S2267-S2267,126,Abortion (termination of pregnancy),S2267,S2267
S2270-S2270,131,"Other non-OR therapeutic procedures, female organs",S2270,S2270
S2300-S2300,149,Arthroscopy,S2300,S2300
S2325-S2325,162,Other OR therapeutic procedures on joints,S2325,S2325
S2340-S2340,42,Other OR therapeutic procedures on respiratory system,S2340,S2340
S2341-S2341,42,Other OR therapeutic procedures on respiratory system,S2341,S2341
S2342-S2342,33,"Other OR therapeutic procedures on nose, mouth and pharynx",S2342,S2342
S2344-S2344,33,"Other OR therapeutic procedures on nose, mouth and pharynx",S2344,S2344
S2348-S2348,3,"Laminectomy, excision intervertebral disc",S2348,S2348
S2350-S2350,3,"Laminectomy, excision intervertebral disc",S2350,S2350
S2351-S2351,3,"Laminectomy, excision intervertebral disc",S2351,S2351
S2360-S2360,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",S2360,S2360
S2361-S2361,156,"Injections and aspirations of muscles, tendons, bursa, joints and soft tissue",S2361,S2361
S2362-S2362,148,Other fracture and dislocation procedure,S2362,S2362
S2363-S2363,148,Other fracture and dislocation procedure,S2363,S2363
S2370-S2370,9,Other OR therapeutic nervous system procedures,S2370,S2370
S2371-S2371,9,Other OR therapeutic nervous system procedures,S2371,S2371
S2400-S2400,141,Other therapeutic obstetrical procedures,S2400,S2400
S2401-S2401,141,Other therapeutic obstetrical procedures,S2401,S2401
S2402-S2402,141,Other therapeutic obstetrical procedures,S2402,S2402
S2403-S2403,141,Other therapeutic obstetrical procedures,S2403,S2403
S2404-S2404,141,Other therapeutic obstetrical procedures,S2404,S2404
S2405-S2405,141,Other therapeutic obstetrical procedures,S2405,S2405
S2409-S2409,141,Other therapeutic obstetrical procedures,S2409,S2409
S2411-S2411,141,Other therapeutic obstetrical procedures,S2411,S2411
S2900-S2900,237,Ancillary Services,S2900,S2900
S3000-S3000,18,Diagnostic procedures on eye,S3000,S3000
S3005-S3005,237,Ancillary Services,S3005,S3005
S3600-S3600,243,DME and supplies,S3600,S3600
S3601-S3601,236,Home Health Services,S3601,S3601
S3618-S3618,233,Laboratory - Chemistry and Hematology,S3618,S3618
S3620-S3620,233,Laboratory - Chemistry and Hematology,S3620,S3620
S3625-S3625,233,Laboratory - Chemistry and Hematology,S3625,S3625
S3626-S3626,233,Laboratory - Chemistry and Hematology,S3626,S3626
S3628-S3628,235,Other Laboratory,S3628,S3628
S3630-S3630,233,Laboratory - Chemistry and Hematology,S3630,S3630
S3645-S3645,235,Other Laboratory,S3645,S3645
S3650-S3650,235,Other Laboratory,S3650,S3650
S3652-S3652,235,Other Laboratory,S3652,S3652
S3655-S3655,233,Laboratory - Chemistry and Hematology,S3655,S3655
S3700-S3700,233,Laboratory - Chemistry and Hematology,S3700,S3700
S3701-S3701,233,Laboratory - Chemistry and Hematology,S3701,S3701
S3708-S3708,235,Other Laboratory,S3708,S3708
S3711-S3711,235,Other Laboratory,S3711,S3711
S3713-S3713,235,Other Laboratory,S3713,S3713
S3721-S3721,235,Other Laboratory,S3721,S3721
S3722-S3722,240,"Medications (Injections, infusions and other forms)",S3722,S3722
S3800-S3800,235,Other Laboratory,S3800,S3800
S3818-S3818,235,Other Laboratory,S3818,S3818
S3819-S3819,235,Other Laboratory,S3819,S3819
S3820-S3820,235,Other Laboratory,S3820,S3820
S3822-S3822,235,Other Laboratory,S3822,S3822
S3823-S3823,235,Other Laboratory,S3823,S3823
S3828-S3828,235,Other Laboratory,S3828,S3828
S3829-S3829,235,Other Laboratory,S3829,S3829
S3830-S3830,235,Other Laboratory,S3830,S3830
S3831-S3831,235,Other Laboratory,S3831,S3831
S3833-S3833,235,Other Laboratory,S3833,S3833
S3834-S3834,235,Other Laboratory,S3834,S3834
S3835-S3835,235,Other Laboratory,S3835,S3835
S3837-S3837,235,Other Laboratory,S3837,S3837
S3840-S3840,235,Other Laboratory,S3840,S3840
S3841-S3841,235,Other Laboratory,S3841,S3841
S3842-S3842,235,Other Laboratory,S3842,S3842
S3843-S3843,235,Other Laboratory,S3843,S3843
S3844-S3844,235,Other Laboratory,S3844,S3844
S3845-S3845,235,Other Laboratory,S3845,S3845
S3846-S3846,235,Other Laboratory,S3846,S3846
S3847-S3847,235,Other Laboratory,S3847,S3847
S3848-S3848,235,Other Laboratory,S3848,S3848
S3849-S3849,235,Other Laboratory,S3849,S3849
S3850-S3850,235,Other Laboratory,S3850,S3850
S3851-S3851,235,Other Laboratory,S3851,S3851
S3852-S3852,235,Other Laboratory,S3852,S3852
S3853-S3853,235,Other Laboratory,S3853,S3853
S3854-S3854,235,Other Laboratory,S3854,S3854
S3855-S3855,235,Other Laboratory,S3855,S3855
S3860-S3860,235,Other Laboratory,S3860,S3860
S3861-S3861,235,Other Laboratory,S3861,S3861
S3862-S3862,235,Other Laboratory,S3862,S3862
S3865-S3865,235,Other Laboratory,S3865,S3865
S3866-S3866,235,Other Laboratory,S3866,S3866
S3870-S3870,235,Other Laboratory,S3870,S3870
S3890-S3890,235,Other Laboratory,S3890,S3890
S3900-S3900,7,Other diagnostic nervous system procedures,S3900,S3900
S3902-S3902,62,Other diagnostic cardiovascular procedures,S3902,S3902
S3904-S3904,201,Cardiac stress tests,S3904,S3904
S3905-S3905,7,Other diagnostic nervous system procedures,S3905,S3905
